Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane	Beta strand	Helix	Turn	RefSeq	BioGRID	STRING	Tissue specificity
Q91WG7	reviewed	DGKG_MOUSE	Diacylglycerol kinase gamma (DAG kinase gamma) (EC 2.7.1.107) (88 kDa diacylglycerol kinase) (Diglyceride kinase gamma) (DGK-gamma)	Dgkg Dagk3	Mus musculus (Mouse)	788		SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P49620}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P49619}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P49620}.						NP_619591.1;		10090.ENSMUSP00000087371;	TISSUE SPECIFICITY: Expressed in hippocampus and cerebellar Purkinje cells and weakly and diffusely expressed in the granule cells. {ECO:0000269|PubMed:32033984}.
Q91ZP9	reviewed	NECA2_MOUSE	N-terminal EF-hand calcium-binding protein 2 (EF-hand calcium-binding protein 2) (Neuronal calcium-binding protein 2)	Necab2 Efcbp2	Mus musculus (Mouse)	389		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11641222}. Cell projection, dendrite {ECO:0000250|UniProtKB:F1LQY6}. Cell projection, axon {ECO:0000250|UniProtKB:F1LQY6}. Cell membrane {ECO:0000250|UniProtKB:Q7Z6G3}. Note=Colocalizes with ADORA2A and/or mGluR5/GRM5 at the plasma membrane (By similarity). Found in neuronal somata (PubMed:26843217). Detected in the cytoplasm of striatal neurons, at postsynaptic sites, filling dendritic shafts and spines, and at presynaptic sites, filling axon terminals (By similarity). {ECO:0000250|UniProtKB:F1LQY6, ECO:0000250|UniProtKB:Q7Z6G3, ECO:0000269|PubMed:26843217}.						NP_473436.1 [Q91ZP9-1];XP_017168015.1 [Q91ZP9-2];	228171;	10090.ENSMUSP00000095966;	TISSUE SPECIFICITY: Expressed in the iris, in the ciliary margin of the retina and in the inner portion of the neural retina. Expressed in the spinal dorsal horn with especially strong expression in lamina IIi; found in excitory synaptic boutons (at protein level). {ECO:0000269|PubMed:11641222, ECO:0000269|PubMed:26843217}.
Q91ZS3	reviewed	CAB45_RAT	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	Sdf4 Cab45	Rattus norvegicus (Rat)	361		SUBCELLULAR LOCATION: Golgi apparatus lumen {ECO:0000250|UniProtKB:Q61112}.						NP_569096.2;		10116.ENSRNOP00000027215;	TISSUE SPECIFICITY: A membrane-associated isoform is expressed in acini of the pancreas (at protein level). Ubiquitous. {ECO:0000269|PubMed:17442889, ECO:0000269|PubMed:18355758}.
Q91ZU6	reviewed	DYST_MOUSE	Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2)	Dst Bpag1 Macf2	Mus musculus (Mouse)	7393		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, stress fiber. Cell projection, axon {ECO:0000269|PubMed:17287360}. Note=Associates with axonal microtubules at the growing distal tip and intermediate filaments, but not with actin cytoskeleton, in sensory neurons (By similarity). Associates with intermediate filaments, actin and microtubule cytoskeletons. Localizes to actin stress fibers and to actin-rich ruffling at the cortex of cells. {ECO:0000250, ECO:0000269|PubMed:14576348}.; SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:19932097}. Note=Colocalizes both cortical and cytoplasmic actin filaments (PubMed:19932097). Localizes to vesicule-like structures associated with microtubules (PubMed:14581450, PubMed:17287360). {ECO:0000269|PubMed:14581450, ECO:0000269|PubMed:17287360, ECO:0000269|PubMed:19932097}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane, sarcolemma. Cytoplasm, myofibril, sarcomere, Z line. Cytoplasm, myofibril, sarcomere, H zone. Cytoplasm, cytoskeleton. Note=Localizes to microtubules and actin microfilaments throughout the cytoplasm and at focal contact attachments at the plasma membrane.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm, cytoskeleton. Cell junction, hemidesmosome. Note=Colocalizes with the epidermal KRT5-KRT14 intermediate filaments network of keratins. Colocalizes with ITGB4 at the leading edge of migrating keratinocytes (By similarity). Localizes to actin and intermediate filaments cytoskeletons. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 6]: Nucleus. Nucleus envelope. Membrane; Single-pass membrane protein. Endoplasmic reticulum membrane; Single-pass membrane protein. Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:14576348}. Note=Associates with actin cytoskeleton in sensory neurons (By similarity). Localizes to actin and intermediate filaments cytoskeletons. Localizes to central actin stress fibers around the nucleus and is excluded form focal contact sites in myoblast cells. Translocates to the nucleus. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 7]: Cytoplasm, cytoskeleton. Cytoplasm, cell cortex. Cell membrane; Lipid-anchor.			STRAND 594..596; /evidence="ECO:0007829|PDB:2IAK"	HELIX 590..593; /evidence="ECO:0007829|PDB:2IAK"; HELIX 600..604; /evidence="ECO:0007829|PDB:2IAK"; HELIX 608..623; /evidence="ECO:0007829|PDB:2IAK"; HELIX 631..650; /evidence="ECO:0007829|PDB:2IAK"; HELIX 652..661; /evidence="ECO:0007829|PDB:2IAK"; HELIX 662..664; /evidence="ECO:0007829|PDB:2IAK"; HELIX 670..686; /evidence="ECO:0007829|PDB:2IAK"; HELIX 690..722; /evidence="ECO:0007829|PDB:2IAK"; HELIX 744..767; /evidence="ECO:0007829|PDB:2IAK"; HELIX 773..793; /evidence="ECO:0007829|PDB:2IAK"	TURN 667..669; /evidence="ECO:0007829|PDB:2IAK"; TURN 687..689; /evidence="ECO:0007829|PDB:2IAK"	NP_034211.2 [Q91ZU6-5];NP_598594.2 [Q91ZU6-2];NP_604443.2 [Q91ZU6-1];	199328;	10090.ENSMUSP00000095392;	TISSUE SPECIFICITY: Isoform 1 and 2 are expressed in striated and heart muscle cells. Isoform 5 is expressed in the skin. Isoform 6 is expressed in sensory neural cells of the dorsal root ganglion and with low level in the skin (at protein level). Isoform 1 is expressed predominantly in the brain and spinal cord with low levels in the heart (PubMed:14581450). Isoform 2 is predominantly expressed in muscle and heart and with low levels in the brain. Isoform 5 is expressed in the skin and with low levels in myoblast cells. Isoform 6 is expressed in neurons. Isoform 7 is expressed in lung and with low levels in the brain. {ECO:0000269|PubMed:11514586, ECO:0000269|PubMed:14576348, ECO:0000269|PubMed:14581450, ECO:0000269|PubMed:16797530, ECO:0000269|PubMed:18638474, ECO:0000269|PubMed:19932097, ECO:0000269|PubMed:20209123, ECO:0000269|PubMed:7670468, ECO:0000269|PubMed:7736575, ECO:0000269|PubMed:8752219}.
Q92177	reviewed	CAN3_CHICK	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3)	CAPN3	Gallus gallus (Chicken)	810		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P20807}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P20807}.								9031.ENSGALP00000031999;	TISSUE SPECIFICITY: Skeletal muscle. Low levels in spleen, intestine and bone.
Q92178	reviewed	CAN2_CHICK	Calpain-2 catalytic subunit (EC 3.4.22.53) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	CAPN2	Gallus gallus (Chicken)	700		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Translocates to the plasma membrane upon Ca(2+) binding. {ECO:0000250}.						NP_990411.1;	676236;	9031.ENSGALP00000015229;	TISSUE SPECIFICITY: Ubiquitous.
Q948T9	reviewed	RBOHB_SOLTU	Respiratory burst oxidase homolog protein B (EC 1.11.1.-) (EC 1.6.3.-) (NADPH oxidase RBOHB) (StRBOHB)	RBOHB	Solanum tuberosum (Potato)	867		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16551687}; Multi-pass membrane protein {ECO:0000269|PubMed:16551687}.	TOPO_DOM 1..322; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 344..358; /note="Extracellular"; /evidence="ECO:0000255"; TOPO_DOM 380..407; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 429..463; /note="Extracellular"; /evidence="ECO:0000255"; TOPO_DOM 485..506; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 528..686; /note="Extracellular"; /evidence="ECO:0000255"; TOPO_DOM 708..867; /note="Cytoplasmic"; /evidence="ECO:0000255"	TRANSMEM 323..343; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 359..379; /note="Helical; Name=2"; /evidence="ECO:0000250"; TRANSMEM 408..428; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 464..484; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 507..527; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 687..707; /note="Helical; Name=6"; /evidence="ECO:0000255"				NP_001274981.1;		4113.PGSC0003DMT400063688;	
Q94BV7	reviewed	NDB2_ARATH	External alternative NAD(P)H-ubiquinone oxidoreductase B2, mitochondrial (EC 1.6.5.9) (External alternative NADH dehydrogenase NDB2) (NADH:ubiquinone reductase (non-electrogenic) NDB2)	NDB2 At4g05020 T32N4.4	Arabidopsis thaliana (Mouse-ear cress)	582		SUBCELLULAR LOCATION: Mitochondrion inner membrane; Peripheral membrane protein; Intermembrane side {ECO:0000269|PubMed:21841088}. Peroxisome {ECO:0000250}.						NP_567283.1 [Q94BV7-1];		3702.AT4G05020.2;	TISSUE SPECIFICITY: Mostly expressed in seedlings and roots and, to a lower extent, in cotyledons, leaves, stems, buds and flowers. {ECO:0000269|PubMed:12972666, ECO:0000269|PubMed:16258072}.
Q94CF0	reviewed	EHD1_ARATH	EH domain-containing protein 1 (AtEHD1) (EC 3.6.5.2)	EHD1 At3g20290 MQC12.3	Arabidopsis thaliana (Mouse-ear cress)	545		SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:18547399, ECO:0000269|PubMed:23342166}; Peripheral membrane protein {ECO:0000269|PubMed:18547399}. Cell membrane {ECO:0000269|PubMed:18547399}; Peripheral membrane protein {ECO:0000269|PubMed:18547399}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9WVK4}. Cytoplasm.						NP_001030731.1;NP_001327849.1;NP_566657.1;		3702.AT3G20290.1;	
Q94KI8	reviewed	TPC1_ARATH	Two pore calcium channel protein 1 (Calcium channel protein 1) (AtCCH1) (Fatty acid oxygenation up-regulated protein 2) (Voltage-dependent calcium channel protein TPC1) (AtTPC1)	TPC1 CCH1 FOU2 At4g03560 F9H3.19 T5L23.5	Arabidopsis thaliana (Mouse-ear cress)	733	INTRAMEM 246..260; /note="Pore-forming; Name=Pore-forming 1"; INTRAMEM 616..630; /note="Pore-forming; Name=Pore-forming 2"	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:15772667, ECO:0000269|PubMed:17151019}; Multi-pass membrane protein {ECO:0000255, ECO:0000269|PubMed:15772667}.	TOPO_DOM 1..71; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 93..120; /note="Vacuolar"; /evidence="ECO:0000255"; TOPO_DOM 142..158; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 180; /note="Vacuolar"; /evidence="ECO:0000255"; TOPO_DOM 200..218; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 240..245; /note="Vacuolar"; /evidence="ECO:0000255"; TOPO_DOM 261..282; /note="Vacuolar"; /evidence="ECO:0000255"; TOPO_DOM 304..428; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 450..465; /note="Vacuolar"; /evidence="ECO:0000255"; TOPO_DOM 487..498; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 520..528; /note="Vacuolar"; /evidence="ECO:0000255"; TOPO_DOM 547..557; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 579..615; /note="Vacuolar"; /evidence="ECO:0000255"; TOPO_DOM 631..651; /note="Vacuolar"; /evidence="ECO:0000255"; TOPO_DOM 673..733; /note="Cytoplasmic"; /evidence="ECO:0000255"	TRANSMEM 72..92; /note="Helical; Name=S1 of repeat I"; /evidence="ECO:0000255"; TRANSMEM 121..141; /note="Helical; Name=S2 of repeat I"; /evidence="ECO:0000255"; TRANSMEM 159..179; /note="Helical; Name=S3 of repeat I"; /evidence="ECO:0000255"; TRANSMEM 181..199; /note="Helical; Voltage-sensor; Name=S4 of repeat I"; /evidence="ECO:0000255"; TRANSMEM 219..239; /note="Helical; Name=S5 of repeat I"; /evidence="ECO:0000255"; TRANSMEM 283..303; /note="Helical; Name=S6 of repeat I"; /evidence="ECO:0000255"; TRANSMEM 429..449; /note="Helical; Name=S1 of repeat II"; /evidence="ECO:0000255"; TRANSMEM 466..486; /note="Helical; Name=S2 of repeat II"; /evidence="ECO:0000255"; TRANSMEM 499..519; /note="Helical; Name=S3 of repeat II"; /evidence="ECO:0000255"; TRANSMEM 529..546; /note="Helical; Voltage-sensor; Name=S4 of repeat II"; /evidence="ECO:0000255"; TRANSMEM 558..578; /note="Helical; Name=S5 of repeat II"; /evidence="ECO:0000255"; TRANSMEM 652..672; /note="Helical; Name=S6 of repeat II"; /evidence="ECO:0000255"	STRAND 54..56; /evidence="ECO:0007829|PDB:7TDF"; STRAND 95..97; /evidence="ECO:0007829|PDB:5E1J"; STRAND 98..102; /evidence="ECO:0007829|PDB:5DQQ"; STRAND 239..241; /evidence="ECO:0007829|PDB:7FHO"; STRAND 340..342; /evidence="ECO:0007829|PDB:7TDF"; STRAND 377..379; /evidence="ECO:0007829|PDB:5TUA"; STRAND 380..384; /evidence="ECO:0007829|PDB:7FHO"; STRAND 588..590; /evidence="ECO:0007829|PDB:7FHL"; STRAND 611..615; /evidence="ECO:0007829|PDB:7TBG"	HELIX 22..27; /evidence="ECO:0007829|PDB:7TBG"; HELIX 30..42; /evidence="ECO:0007829|PDB:7TBG"; HELIX 49..52; /evidence="ECO:0007829|PDB:7TBG"; HELIX 59..69; /evidence="ECO:0007829|PDB:7TBG"; HELIX 71..83; /evidence="ECO:0007829|PDB:7TBG"; HELIX 84..87; /evidence="ECO:0007829|PDB:7TBG"; HELIX 91..94; /evidence="ECO:0007829|PDB:7TBG"; HELIX 117..136; /evidence="ECO:0007829|PDB:7TBG"; HELIX 137..140; /evidence="ECO:0007829|PDB:7TBG"; HELIX 144..149; /evidence="ECO:0007829|PDB:7TBG"; HELIX 151..171; /evidence="ECO:0007829|PDB:7TBG"; HELIX 187..198; /evidence="ECO:0007829|PDB:7TBG"; HELIX 200..237; /evidence="ECO:0007829|PDB:7TBG"; HELIX 242..246; /evidence="ECO:0007829|PDB:7TBG"; HELIX 251..262; /evidence="ECO:0007829|PDB:7TBG"; HELIX 269..271; /evidence="ECO:0007829|PDB:7TBG"; HELIX 272..277; /evidence="ECO:0007829|PDB:7TBG"; HELIX 281..294; /evidence="ECO:0007829|PDB:7TBG"; HELIX 296..334; /evidence="ECO:0007829|PDB:7TBG"; HELIX 344..355; /evidence="ECO:0007829|PDB:7TBG"; HELIX 367..375; /evidence="ECO:0007829|PDB:7FHO"; HELIX 385..398; /evidence="ECO:0007829|PDB:7TBG"; HELIX 407..409; /evidence="ECO:0007829|PDB:7FHO"; HELIX 418..428; /evidence="ECO:0007829|PDB:7FHO"; HELIX 430..451; /evidence="ECO:0007829|PDB:7TBG"; HELIX 465..486; /evidence="ECO:0007829|PDB:7TBG"; HELIX 488..491; /evidence="ECO:0007829|PDB:7TBG"; HELIX 495..510; /evidence="ECO:0007829|PDB:7TBG"; HELIX 530..538; /evidence="ECO:0007829|PDB:7TBG"; HELIX 539..547; /evidence="ECO:0007829|PDB:7TBG"; HELIX 549..564; /evidence="ECO:0007829|PDB:7TBG"; HELIX 566..587; /evidence="ECO:0007829|PDB:7TBG"; HELIX 598..600; /evidence="ECO:0007829|PDB:7TBG"; HELIX 616..627; /evidence="ECO:0007829|PDB:7TBG"; HELIX 633..643; /evidence="ECO:0007829|PDB:7TBG"; HELIX 646..648; /evidence="ECO:0007829|PDB:7TBG"; HELIX 649..659; /evidence="ECO:0007829|PDB:7TBG"; HELIX 663..685; /evidence="ECO:0007829|PDB:7TBG"; HELIX 698..703; /evidence="ECO:0007829|PDB:6E1K"	TURN 104..108; /evidence="ECO:0007829|PDB:7TBG"; TURN 263..268; /evidence="ECO:0007829|PDB:7TBG"; TURN 335..337; /evidence="ECO:0007829|PDB:7TBG"; TURN 361..363; /evidence="ECO:0007829|PDB:6E1K"; TURN 412..414; /evidence="ECO:0007829|PDB:7FHO"; TURN 455..457; /evidence="ECO:0007829|PDB:5TUA"; TURN 458..460; /evidence="ECO:0007829|PDB:7FHN"; TURN 522..524; /evidence="ECO:0007829|PDB:7FHO"; TURN 525..527; /evidence="ECO:0007829|PDB:5TUA"; TURN 603..607; /evidence="ECO:0007829|PDB:7TBG"; TURN 628..632; /evidence="ECO:0007829|PDB:7TBG"; TURN 660..662; /evidence="ECO:0007829|PDB:7TBG"	NP_567258.1;	10969;	3702.AT4G03560.1;	TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:11577183}.
Q95YL4	reviewed	PEFB_DICDI	Penta-EF hand domain-containing protein 2 (Apoptosis-linked gene 2 protein homolog B) (Dd-ALG-2b) (DdPEF-2)	pefB alg2B DDB_G0293530	Dictyostelium discoideum (Social amoeba)	205		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11481037, ECO:0000269|PubMed:11927596}. Membrane {ECO:0000269|PubMed:11481037, ECO:0000269|PubMed:11927596}; Peripheral membrane protein. Note=Membrane-associated in the presence of Ca(2+). {ECO:0000269|PubMed:11481037}.						XP_628986.1;		44689.DDB0215364;	
Q95YL5	reviewed	PEFA_DICDI	Penta-EF hand domain-containing protein 1 (Apoptosis-linked gene 2 protein homolog A) (Dd-ALG-2a) (DdPEF-1)	pefA alg2A DDB_G0291081	Dictyostelium discoideum (Social amoeba)	197		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11481037, ECO:0000269|PubMed:11927596}. Membrane {ECO:0000269|PubMed:11481037, ECO:0000269|PubMed:11927596}; Peripheral membrane protein. Note=Membrane-associated in the presence of Ca(2+). {ECO:0000269|PubMed:11481037}.						XP_635397.1;		44689.DDB0191092;	
Q969F2	reviewed	NKD2_HUMAN	Protein naked cuticle homolog 2 (Naked-2) (hNkd2)	NKD2	Homo sapiens (Human)	451		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15064403, ECO:0000269|PubMed:17553928}. Cytoplasm {ECO:0000269|PubMed:15064403, ECO:0000269|PubMed:17553928}. Cytoplasmic vesicle {ECO:0000269|PubMed:15064403, ECO:0000269|PubMed:17553928}.						NP_001258011.1 [Q969F2-2];NP_149111.1 [Q969F2-1];	124517;	9606.ENSP00000296849;	TISSUE SPECIFICITY: Expressed in kidney, lung, pancreas and spleen. {ECO:0000269|PubMed:11604995}.
Q969G9	reviewed	NKD1_HUMAN	Protein naked cuticle homolog 1 (Naked-1) (hNkd) (hNkd1)	NKD1 NKD PP7246	Homo sapiens (Human)	470		SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}. Cytoplasm {ECO:0000250}.						NP_149110.1;	124516;	9606.ENSP00000268459;	TISSUE SPECIFICITY: Expressed in colon, heart, kidney, leukocyte, liver, lung, ovary, pancreas, placenta, prostate, skeletal muscle, small intestine and spleen. {ECO:0000269|PubMed:11604995}.
Q96A32	reviewed	MYL11_HUMAN	Myosin regulatory light chain 11 (Fast skeletal myosin light chain 2) (MLC2B) (Myosin light chain 11) (Myosin regulatory light chain 2, skeletal muscle isoform)	MYL11 HSRLC MYLPF	Homo sapiens (Human)	169								NP_001311387.1;NP_001311388.1;NP_037424.2;	118947;	9606.ENSP00000325239;	TISSUE SPECIFICITY: Expressed in fetal and adult skeletal muscle. {ECO:0000269|PubMed:14756420}.
Q96AY3	reviewed	FKB10_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP10 (PPIase FKBP10) (EC 5.2.1.8) (65 kDa FK506-binding protein) (65 kDa FKBP) (FKBP-65) (FK506-binding protein 10) (FKBP-10) (Immunophilin FKBP65) (Rotamase)	FKBP10 FKBP65 PSEC0056	Homo sapiens (Human)	582		SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.						NP_068758.3 [Q96AY3-1];	121955;	9606.ENSP00000317232;	
Q96BS2	reviewed	CHP3_HUMAN	Calcineurin B homologous protein 3 (Tescalcin) (TSC)	TESC CHP3	Homo sapiens (Human)	214		SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18321853}. Cytoplasm {ECO:0000269|PubMed:18321853}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:18321853}. Cell projection, lamellipodium {ECO:0000269|PubMed:11696366}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:Q9JKL5}. Note=Colocalizes with SLC9A1 at the plasma membrane. {ECO:0000269|PubMed:18321853}.						NP_001161797.1 [Q96BS2-3];NP_060369.3 [Q96BS2-1];XP_016875022.1;	120330;	9606.ENSP00000334785;	TISSUE SPECIFICITY: Expressed in mature megakaryocytes and polymorphonuclear granulocytes (at protein level). Abundantly expressed in heart. Also expressed at a lower level in adult testis and salivary gland, and in the placenta. {ECO:0000269|PubMed:11696366, ECO:0000269|PubMed:20060826}.
Q96D15	reviewed	RCN3_HUMAN	Reticulocalbin-3 (EF-hand calcium-binding protein RLP49)	RCN3 UNQ239/PRO272	Homo sapiens (Human)	328		SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:16433634}.						NP_065701.2;XP_011525445.1;XP_016882512.1;	121488;	9606.ENSP00000270645;	TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:16433634}.
Q96D71	reviewed	REPS1_HUMAN	RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)	REPS1	Homo sapiens (Human)	796		SUBCELLULAR LOCATION: Membrane, clathrin-coated pit {ECO:0000269|PubMed:20946875}. Note=Colocalize with ITSN1 at the plasma membrane in structures that are most probably clathrin-coated pits.						NP_001122089.1 [Q96D71-4];NP_001273540.1 [Q96D71-1];NP_001273541.1 [Q96D71-2];NP_114128.3 [Q96D71-3];	124433;	9606.ENSP00000392065;	TISSUE SPECIFICITY: Widely expressed with highest levels in heart and testis. {ECO:0000269|PubMed:11750063}.
Q96FQ6	reviewed	S10AG_HUMAN	Protein S100-A16 (Aging-associated gene 13 protein) (Protein S100-F) (S100 calcium-binding protein A16)	S100A16 S100F AAG13	Homo sapiens (Human)	103		SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:17030513}. Cytoplasm {ECO:0000269|PubMed:17030513}. Note=Primarily nucleolar. A high intracellular calcium level induces nucleolar exit and nucleocytoplasmic transport, whereas a low intracellular calcium level leads to nuclear translocation and accumulation within specific region of nucleoli (PubMed:17030513).			STRAND 51..53; /evidence="ECO:0007829|PDB:2L50"	HELIX 7..21; /evidence="ECO:0007829|PDB:3NXA"; HELIX 35..45; /evidence="ECO:0007829|PDB:3NXA"; HELIX 54..65; /evidence="ECO:0007829|PDB:3NXA"; HELIX 66..68; /evidence="ECO:0007829|PDB:2L51"; HELIX 76..87; /evidence="ECO:0007829|PDB:3NXA"; HELIX 88..90; /evidence="ECO:0007829|PDB:3NXA"; HELIX 91..100; /evidence="ECO:0007829|PDB:3NXA"	TURN 28..30; /evidence="ECO:0007829|PDB:2L50"; TURN 47..50; /evidence="ECO:0007829|PDB:3NXA"	NP_001303936.1;NP_001303937.1;NP_525127.1;	126627;	9606.ENSP00000357693;	TISSUE SPECIFICITY: Ubiquitous (PubMed:14684152). Highly expressed in esophagus, adipose tissues and colon. Expressed at lower level in lung, brain, pancreas and skeletal muscle. Expression is up-regulated in tumors of bladder, lung, thyroid gland, pancreas and ovary (PubMed:14684152). Expressed in astrocytes (PubMed:17030513). {ECO:0000269|PubMed:14684152, ECO:0000269|PubMed:17030513}.
